head,subV,linker,form
preocupar,ser,0,7
tener,hacer,ya_que,7
tener,ver,aunque,6
calcular,ascender,que,2
dar,ocurrir,tal_y_como,2
explicar,estar,que,2
existir,estar,porque,6
provocar,expresar,como,2
agregar,tener,que,2
avanzar,haber,que,2
fijar,condenar,en_caso_de_que,2
adelantar,ser,que,2
ser,mantener,aunque,6
debatir,tratar,aunque,6
ser,detener,cuando,6
asegurar,ser,que,2
destacar,afirmar,aunque,6
afirmar,renunciar,que,7
estar,dar,si,6
estar,vencer,0,6
significar,atender,porque,6
indicar,incrementar,que,7
calcular,representar,que,2
indicar,depender,que,7
decir,incidir,que,7
expresar,generar,que,7
esperar,superar,que,3
señalar,estar,0,7
querer,convertir,que,3
querer,haber,0,7
querer,querer,0,7
querer,prever,0,7
recordar,afirmar,que,2
afirmar,querer,que,7
querer,ser,que,3
influir,poner,como,2
expresar,reclamar,como,2
señalar,ser,0,7
señalar,apoyar,0,7
reiterar,ser,que,2
garantizar,cumplir,que,3
asegurar,quedar,que,2
quedar,provocar,ya_que,7
asegurar,ser,que,2
admitir,decidir,que,7
decir,estar,que,7
presentar,considerar,si,6
considerar,contar,que,2
decir,ser,que,7
decir,ser,que,7
preguntar,tener,si,6
preguntar,dejar,porque,6
augurar,seguir,que,3
seguir,demostrar,mientras,3
demostrar,apostar,que,2
añadir,ser,que,3
añadir,cumplir,si,6
añadir,buscar,que,3
buscar,cumplir,si,6
anunciar,esperar,que,3
preguntar,tener,si,6
preguntar,investir,ya_que,2
ser,hacer,0,3
querer,cambiar,que,3
animar,vivir,porque,6
calificar,fatigar,pues,7
calificar,parecer,0,7
parecer,resolver,que,3
escribir,luchar,que,2
indicar,ser,que,7
manifestar,ser,que,7
ser,haber,pues,7
señalar,producir,que,7
señalar,seguir,que,7
traducir,considerar,ya_que,7
considerar,realizar,que,3
encontrar,secundar,ya_que,7
argumentar,ser,que,7
ser,querer,0,7
ser,salir,que,2
ser,pretender,0,7
pretender,apoyar,que,3
tener,disputar,puesto_que,7
solicitar,afirmar,aunque,6
afirmar,tener,que,7
afirmar,cometer,0,7
afirmar,dar_cuenta,0,7
asegurar,estar,que,2
decir,poner,que,7
pedir,pagar,que,3
considerar,resolver,que,2
recordar,hacer,que,2
ser,ser,0,7
recalcar,creer,0,7
recalcar,tener,que,2
recalcar,estar,0,7
querer_decir,incorporar,que,7
decir,haber,que,7
haber,ocurrir,si,6
tener,haber,mientras,3
proclamar,intervenir,si,6
manifestar,acordar,que,7
acordar,tener,si,6
decir,buscar,que,7
disponer,perder,ya_que,7
jugar,aspirar,ya_que,7
ver,mostrar,pues,7
explicar,intentar,que,3
explicar,tener,que,3
tener,ser,ya_que,7
venir,contar,si_bien,6
estar,ser,ya_que,7
creer,tener,que,3
defender,proponer,porque,6
recordar,hacer,que,2
comentar,aprobar,0,7
comentar,estar,0,7
felicitar,tener,porque,6
comentar,ser,que,2
ser,permitir,0,7
ser,dar,0,7
explicar,cerrar,que,3
decir,reportar,que,7
descartar,tener,aunque,6
tener,mostrar,puesto_que,7
concretar,apuntar,como,2
señalar,analizar,que,7
señalar,tener,aunque,6
explicar,ofrecer,que,2
explicar,contestar,que,2
decir,estar,que,7
destacar,garantizar,que,3
garantizar,ser,que,3
asegurar,ser,que,2
señalar,remitir,que,7
eludir,ser,pues,7
dejar,ser,que,2
ser,mantener,siempre_que,6
añadir,examinar,que,3
examinar,lograr,si,6
exigir,iniciar,que,3
decir,facilitar,que,7
reiterar,gustar,que,2
exigir,abrir,que,3
creer,generar,que,2
considerar,ser,que,2
decir,ser,que,7
decir,trabajar,que,7
facilitar,conocer,que,3
creer,aportar,que,2
permitir,decir,que,3
insistir,ser,0,7
insistir,parecer,0,7
insistir,ser,0,7
insistir,hablar,0,7
señalar,estar,que,7
señalar,facilitar,que,7
facilitar,hacer,como,2
manifestar,comentar,que,7
comentar,decir,porque,6
decir,saber,que,7
saber,hacer,0,7
saber,justificar,0,7
decir,ser,que,7
añadir,ser,0,7
añadir,importar,0,7
añadir,invitar,0,7
evitar,convertir,que,3
señalar,emitir,0,7
señalar,instar,0,7
dar_lugar,ocurrir,como,2
indicar,replantear,que,3
replantear,plantear,ya_que,7
opinar,emprender,que,7
estar,insistir,aunque,6
anunciar,examinar,que,3
recordar,respetar,que,3
recordar,procurar,0,3
recordar,ser,que,3
afirmar,estar,que,7
afirmar,recordar,aunque,6
pedir,hacer,que,3
declarar,ser,que,7
recordar,empezar,que,2
agregar,comparar,0,7
agregar,recordar,0,7
recordar,armar,porque,6
decir,dar,que,7
tener,ser,pues,7
ser,haber,si,6
salvar,levantar,cuando,6
llevar,señalar,como,2
sacar,poder,si,6
considerar,incurrir,que,2
incurrir,hacer,ya_que,7
afirmar,vender,que,7
negar,perjudicar,que,3
indicar,aumentar,que,7
indicar,haber,que,7
reconocer,gustar,que,2
apetecer,gobernar,si,6
afirmar,introducir,que,7
afirmar,bajar,que,2
afirmar,hacer,que,7
decir,haber,que,7
decir,demandar,que,7
pensar,comprender,que,3
afirmar,reclamar,que,7
afirmar,apreciar,que,2
apreciar,existir,que,2
asegurar,encontrar,que,2
denunciar,ser,que,2
ser,someter,que,2
decir,revisar,que,2
decir,contemplar,que,7
indicar,vivir,que,7
indicar,haber,que,7
permitir,ser,aunque,6
ser,entrar,0,7
decir,ser,ya_que,7
actuar,querer,como,3
añadir,estar,que,3
estar,señalar,aunque,6
señalar,suponer,que,7
aclarar,parecer,que,2
parecer,producir,cuando,6
mantener,eludir,aunque,6
decir,volar,que,7
mantener,estar,aunque,6
indicar,seguir,que,7
coger,ser,cuando,6
existir,pensar,aunque,6
pensar,decir,como,2
pensar,ofrecer,si,6
anunciar,intentar,que,3
recordar,haber,que,2
recordar,coaccionar,porque,6
denunciar,haber,que,2
decir,ser,que,7
pedir,trabajar,que,3
trabajar,acercar,porque,6
sufrir,realizar,cuando,6
lastimar,trotar,mientras,3
ser,ser,0,7
ser,confiar,0,7
perder,sufrir,cuando,6
señalar,comunicar,que,7
comunicar,solicitar,cuando,6
agotar,comunicar,0,7
agotar,aplicar,0,7
aplicar,denegar,si,2
agarrar,ir,cuando,6
parecer,ir,ya_que,7
argumentar,significar,que,7
significar,ir,que,2
esconder,existir,que,2
sentir,resultar,que,2
asegurar,viajar,que,3
jugar,organizar,ya_que,7
reconocer,ser,que,2
asegurar,haber,que,2
haber,funcionar,si,6
declarar,desestimar,que,7
declarar,estar,que,2
precisar,descartar,si,6
decir,pretender,que,7
reclamar,haber,que,3
ser,ser,0,7
ser,ser,0,7
decir,compartir,que,7
trasvasar,derrochar,porque,6
afirmar,existir,que,7
ser,hacer,cuando,6
favorecer,poner,aunque,6
poner,venir,que,2
hacer,ser,que,3
reiterar,gustar,que,2
gustar,estar,porque,6
hacer,perder,aunque,6
hacer,ser,que,3
declarar,necesitar,0,7
declarar,querer,0,7
explicar,preparar,0,7
explicar,estar,0,7
ser,ser,porque,6
declarar,equivocar,0,7
declarar,ser,porque,6
señalar,ser,0,7
señalar,hacer,0,7
señalar,demostrar,0,7
demostrar,pensar,cuando,6
pensar,ser,que,2
reiterar,continuar,que,3
continuar,tener,porque,6
continuar,subir,0,6
declarar,creer,0,7
declarar,demostrar,que,2
declarar,estar,0,7
estar,aceptar,si,6
decir,estar,que,7
necesitar,ganar,porque,6
necesitar,sentir,0,6
ser,servir,porque,6
presentar,creer,porque,6
creer,ser,que,2
apostillar,ser,que,2
anunciar,optar,que,3
coger,indicar,aunque,6
indicar,comunicar,que,7
tener,presentar,cuando,6
puntualizar,estar,que,2
indicar,ser,que,7
estar,hacer,porque,6
estar,haber,0,6
hacer,dar,si,6
afirmar,dar,0,7
afirmar,presentar,si,6
afirmar,estar,0,7
decir,situar,que,7
querer,ser,que,2
querer,obedecer,que,3
clarificar,tomar,0,3
opinar,sorprender,que,7
sorprender,reconducir,ya_que,7
apuntar,pesar,que,3
asegurar,resolver,que,2
indicar,asumir,que,7
señalar,invitar,que,7
pedir,haber,que,3
señalar,entender,que,7
indicar,ratificar,que,7
ratificar,contar,que,2
decir,tener,que,7
asegurar,contar,que,2
agregar,ver,pues,7
quejar,duplicar,cuando,6
ver,ser,si,6
hablar,sobrevolar,que,2
indicar,duplicar,que,7
afirmar,alcanzar,0,3
asegurar,distribuir,que,2
apuntar,contribuir,0,7
destacar,complementar,que,3
indicar,ser,que,7
ser,depender,ya_que,7
aceptar,decir,cuando,6
aceptar,determinar,porque,6
decir,hacer,que,7
recuperar,decir,porque,6
decir,querer,que,7
decir,recibir,que,7
decir,perder,que,7
decir,pensar,que,2
pensar,ser,que,2
comentar,permitir,0,3
decir,equivocar,que,7
equivocar,ser,porque,6
pensar,pensar,que,2
reiterar,sentir,que,2
decir,tener,que,7
subrayar,tener,0,7
subrayar,ser,0,7
establecer,tener,porque,6
exponer,enfrentar,cuando,6
ver,vencer,que,2
dejar,enfrentar,ya_que,3
olvidar,demostrar,ya_que,7
demostrar,estar,que,2
explicar,jugar,0,7
explicar,querer,0,7
señalar,tener,aunque,6
querer,acabar,cuando,6
explicar,ser,0,7
explicar,confiar,0,7
jugar,regresar,cuando,6
plantear,reconocer,aunque,6
tener,representar,porque,6
tener,convivir,0,6
reconocer,ser,que,2
ser,ir,porque,6
ser,ser,si,6
esperar,aprender,que,3
recordar,corear,mientras,3
recordar,dar,que,2
decir,estrellar,0,7
decir,pasar,0,7
decir,decir,0,7
decir,ganar,que,7
ser,necesitar,porque,6
decir,parecer,0,7
decir,tener,0,7
ser,compartir,pues,7
ser,ser,0,7
afirmar,hacer,0,7
afirmar,pesar,0,7
participar,ser,si,6
permitir,considerar,que,2
indicar,someter,que,2
comentar,incorporar,que,3
agregar,existir,que,2
existir,parecer,porque,6
afirmar,aceptar,que,7
aceptar,comunicar,porque,6
señalar,ser,que,7
coincidir,señalar,aunque,6
señalar,resolver,que,3
afirmar,ser,que,7
asegurar,ser,que,2
agregar,ser,que,2
ser,reconstruir,ya_que,7
manifestar,ser,que,7
mostrar,ser,porque,6
opinar,facilitar,0,3
asegurar,oponer,que,3
repercutir,compartir,ya_que,7
señalar,apostar,que,7
decir,adoptar,que,7
ser,tener,aunque,6
señalar,esperar,que,7
registrar,haber,aunque,6
reiterar,mantener,que,3
indicar,diseñar,0,2
ser,estar,pues,7
afirmar,saber,que,7
afirmar,ganar,que,3
afirmar,entender,que,2
entender,obstaculizar,que,3
aseverar,obligar,que,7
suponer,seguir,si,6
suponer,creer,0,6
decir,salir,que,7
salir,tener,si,6
salir,saber,0,7
salir,tener,0,6
salir,salir,0,7
salir,seguir,si,6
señalar,celebrar,que,7
ser,hacer,si,6
ser,usar,cuando,6
ser,haber,aunque,6
decir,gustar,que,7
suponer,estar,si,6
gobernar,echar,si,6
ser,echar,porque,6
exhortar,venir,porque,6
exhortar,ver,0,7
exhortar,subrayar,0,7
exhortar,hablar,cuando,6
exhortar,hacer,0,7
venir,hacer,si,6
venir,ir,0,6
ser,ser,si,6
recalcar,perder,que,7
perder,creer,si,6
creer,llevar,que,2
asegurar,sufrir,que,2
asegurar,andar,0,6
asegurar,enfatizar,0,6
asegurar,pensar,0,6
decir,ahorrar,que,7
poner_de_relieve,guiar,que,2
recalcar,tener,que,7
manifestar,ser,que,7
manifestar,sentir,que,2
decir,pedir,que,7
pedir,compartir,que,3
estimar,ser,que,2
declarar,entender,0,3
declarar,ser,que,3
declarar,aplicar,que,3
alimentar,cerrar,si,6
amenazar,renunciar,si,6
renunciar,anunciar,tal_como,2
decir,estar,que,7
sostener,tener,que,7
tomar,apoderar,0,7
tomar,dejar,0,7
volar,fracasar,si,6
conseguir,llegar,que,3
amenazar,atender,si,6
volar,atender,si,6
decir,ser,que,7
asegurar,impulsar,que,2
subrayar,saber,que,2
explicar,hacer,que,2
afirmar,ser,que,7
asegurar,tener,que,2
añadir,normalizar,que,2
opinar,enorgullecer,que,3
enorgullecer,ser,porque,6
destacar,tener,que,2
emocionar,pensar,cuando,6
subrayar,ser,que,2
recalcar,ser,que,7
recalcar,decir,que,2
decir,estar,que,7
estar,ganar,si,6
anunciar,corregir,que,2
corregir,ser,porque,6
señalar,bastar,que,7
señalar,ser,si_bien,6
decir,saber,que,7
saber,convocar,si,6
saber,actuar,ya_que,7
encabezar,tener,aunque,6
descartar,jugar,que,3
cerrar,abastecer,porque,6
indicar,suspender,que,7
indicar,utilizar,que,2
certificar,estar,que,2
indicar,usar,que,7
indicar,contener,porque,6
anunciar,retirar,que,2
decir,pasar,que,7
indicar,estar_en_contacto,0,7
indicar,retirar,0,7
indicar,recibir,que,7
indicar,indicar,que,2
indicar,emplear,que,7
inscribir,conocer,0,7
inscribir,estar,0,7
asegurar,ser,que,2
asegurar,ser,que,2
decir,ser,que,7
asegurar,ser,que,2
dictaminar,ser,que,2
dictaminar,incumplir,que,2
dictaminar,ser,que,2
declarar,cumplir,que,7
decir,entregar,que,7
decir,suponer,que,7
debilitar,exponer,porque,6
constatar,permanecer,que,2
afirmar,encontrar,0,7
afirmar,decomisar,0,7
alegar,allanar,que,2
decir,surgir,que,3
añadir,elegir,que,3
permitir,asumir,que,2
considerar,elegir,que,3
salir,haber,aunque,6
ser,ser,porque,6
querer,ser,que,3
afirmar,estar,que,7
señalar,suceder,que,7
anunciar,presentar,que,3
sostener,haber,que,7
esperar,primar,que,3
esperar,suceder,como,2
agregar,consumir,que,2
exigir,alertar,que,3
confirmar,ratificar,aunque,2
ser,anunciar,aunque,6
explicar,estar,que,2
explicar,ser,aunque,6
considerar,ser,puesto_que,7
considerar,ser,que,2
considerar,lograr,ya_que,7
apuntar,ser,que,2
dar,necesitar,aunque,6
subrayar,ser,que,2
señalar,llevar,0,7
señalar,acudir,aunque,6
señalar,solicitar,0,7
solicitar,ampliar,que,3
solicitar,denegar,0,2
anunciar,vender,que,2
reconocer,acudir,que,2
ver,ser,0,7
reconocer,ser,que,2
encontrar,ser,porque,6
asegurar,tener,0,7
asegurar,sentir,0,7
asegurar,motivar,0,7
ser,estar,porque,6
finalizar,ir,0,7
finalizar,tener,0,7
ser,conseguir,aunque,6
decir,lograr,que,7
afirmar,lograr,que,7
apuntar,ser,que,2
subrayar,decir,que,2
decir,mirar,si,6
decir,ser,que,7
reconocer,desacelerar,que,2
afirmar,conseguir,que,7
confirmar,informar,que,2
admitir,ser,que,7
subrayar,decidir,que,2
indicar,celebrar,que,3
indicar,defender,aunque,6
defender,perjudicar,siempre_que,6
admitir,acusar,que,7
admitir,preocupar,0,7
mantener,marcar,pues,7
paralizar,tener,cuando,6
proponer,adelantar,como,2
proponer,abordar,que,7
ver,suceder,como,2
decir,honrar,que,7
tener,parar,cuando,6
ser,desarrollar,0,7
estar,sufrir,cuando,6
señalar,oscilar,que,7
señalar,provocar,que,2
afirmar,actuar,que,7
actuar,pasar,ya_que,7
afirmar,solicitar,que,7
advertir,estar,0,6
estudiar,llegar,cuando,6
estudiar,aplicar,si,6
recordar,tener,que,2
tener,plantear,aunque,3
tener,tener,si,6
afirmar,ser,que,7
señalar,tener,que,7
precisar,hablar,que,3
hablar,ganar,si,6
hablar,llevar,0,6
afirmar,tratar,que,7
ser,recoger,tal_y_como,2
subrayar,jugar,que,2
asegurar,ser,que,2
ser,desear,aunque,6
desear,salir,que,3
desear,salir,que,3
puntualizar,ser,que,2
poner_de_manifiesto,estar,que,2
citar,ser,ya_que,7
citar,subrayar,0,7
citar,producir,0,7
desear,producir,que,3
informar,incautar,0,7
informar,temer,0,7
temer,circular,que,3
señalar,usar,que,7
decir,tomar,que,7
señalar,ser,que,7
asegurar,ser,que,2
ser,adoptar,pues,7
haber,conseguir,pues,7
ser,concluir,aunque,6
ser,rechazar,ya_que,7
ser,concluir,que,3
negar,producir,que,3
asegurar,apoyar,que,3
ser,hacer,como,2
adivinar,afirmar,cuando,6
afirmar,ser,que,7
transformar,ampliar,cuando,6
creer,ser,que,2
considerar,primar,que,2
reconocer,haber,que,2
reconocer,puntualizar,aunque,6
reconocer,ser,que,2
ser,bastar,porque,6
puntualizar,decir,que,2
puntualizar,ser,que,7
opinar,tener,que,7
servir,ser,porque,6
servir,plantear,como,3
servir,ser,que,2
decir,dar,que,3
subrayar,ver,que,3
subrayar,mejorar,que,2
asegurar,apostar,que,3
recordar,presentar,que,2
abogar,conseguir,porque,6
conseguir,seguir,si,6
creer,optar,que,2
asegurar,exigir,que,3
exigir,apostar,que,3
exigir,creer,ya_que,7
creer,haber,que,3
mostrar,agregar,aunque,6
agregar,quedar,que,2
afirmar,abrir,que,7
subrayar,destacar,aunque,6
subrayar,ser,que,3
destacar,acabar,que,2
ser,producir,si,6
explicar,quedar,que,2
quedar,considerar,porque,6
considerar,quedar,que,2
considerar,ser,que,3
destacar,dar,que,2
recordar,mostrar,que,2
mostrar,regular,siempre_que,6
considerar,posibilitar,que,2
decir,ser,que,7
abrir,enjugar,aunque,6
hacer,terminar,que,3
decir,ser,que,7
ser,ganar,aunque,6
encontrar,dar,cuando,6
encontrar,mentalizar,0,6
tener,hacer,0,7
tener,sentir,0,7
saber,necesitar,que,2
saber,ser,que,2
comentar,estar,0,7
comentar,ayudar,que,3
comentar,saber,0,3
saber,recibir,que,3
admitir,sentir,que,7
intentar,ser,que,3
creer,servir,que,2
servir,hacer,que,2
hacer,necesitar,cuando,6
agregar,confiar,0,7
hacer,ir,que,3
manifestar,estar,que,7
defender,asegurar,cuando,6
asegurar,trabajar,que,2
trabajar,llegar,aunque,6
trabajar,ser,0,6
informar,detener,0,2
detener,pensar,aunque,6
pensar,llegar,que,2
decir,detener,que,2
exigir,respetar,que,3
añadir,haber,que,2
expresar,responder,que,7
asegurar,continuar,que,2
afirmar,estar,que,7
adelantar,estar,que,2
señalar,esperar,que,7
esperar,tomar,que,3
considerar,canalizar,que,3
declarar,estar,que,7
declarar,saber,que,2
saber,abordar,que,2
destacar,ser,que,2
ser,acercar,aunque,6
decir,poner_de_manifiesto,que,7
poner_de_manifiesto,haber,aunque,6
explicar,contar,que,2
explicar,solicitar,que,2
asegurar,proceder,que,2
decir,tener,que,7
recordar,haber,que,2
asegurar,ser,que,2
explicar,ir,que,3
asegurar,desarrollar,que,2
considerar,ser,que,2
comentar,creer,que,2
creer,tocar,que,2
tocar,estar,ya_que,7
estimar,esperar,que,2
añadir,avanzar,que,2
matar,estar,0,7
matar,tener,0,7
matar,separar,0,7
reiterar,ser,que,2
ser,saber,0,7
ser,querer,que,2
ser,poner,0,7
proponer,liderar,que,7
añadir,utilizar,0,2
esperar,levantar,que,3
indicar,presionar,que,7
desaparecer,levantar,si,6
explicar,satisfacer,que,2
permanecer,considerar,ya_que,7
considerar,menoscabar,que,2
juzgar,recusar,como,2
solicitar,imputar,ya_que,7
explicar,sufrir,que,2
explicar,tener,que,2
confirmar,llegar,que,2
explicar,ser,0,7
explicar,impedir,0,7
afirmar,actuar,que,7
ser,ver,como,2
ver,estar,como,2
creer,aportar,que,3
destacar,reflejar,que,2
reflejar,ser,que,2
subrayar,conseguir,que,2
subrayar,ser,porque,6
ser,ser,porque,6
asegurar,querer,que,2
asegurar,luchar,que,3
luchar,ser,si,6
decir,merecer,0,7
decir,tener,0,7
demostrar,estar,que,2
demostrar,ser,que,2
asegurar,decir,0,6
asegurar,faltar,que,7
asegurar,mejorar,0,6
elevar,estar,0,7
asegurar,preparar,que,2
agregar,trabajar,0,7
agregar,estar,0,7
agregar,ser,0,7
accidentar,ir,cuando,6
sufrir,conducir,cuando,6
dar,perder,0,7
dar,colisionar,0,7
dar,quedar,0,7
dar,ser,cuando,6
lamentar,exigir,que,3
recordar,proporcionar,que,3
subrayar,resultar,que,2
afirmar,lamentar,0,3
lamentar,ser,que,2
ser,ser,pues,7
permitir,circular,que,3
decir,presentar,0,7
decir,perder,porque,6
decir,pedir,0,7
decir,pisar,cuando,6
decir,olvidar,que,7
tener_lugar,presenciar,ya_que,7
querer_decir,ser,si,6
querer_decir,hacer,que,7
ser,ser,aunque,6
significar,incorporar,0,2
asegurar,poner,que,2
explicar,alargar,que,2
poner,compartir,0,7
poner,solicitar,0,7
recordar,querer,que,2
hacer,ser,0,7
hacer,ser,0,7
hacer,hacer,si,6
verificar,ser,que,2
poner,ser,puesto_que,7
jurar,ser,que,2
jurar,creer,que,2
creer,ser,que,2
ser,ocurrir,como,2
señalar,ser,que,7
ser,ser,ya_que,7
solicitar,adoptar,que,3
pedir,garantizar,que,3
proponer,comparecer,que,7
declarar,rendir,que,7
ser,jugar,0,7
ser,poder,0,7
ser,dudar,que,3
hacer,fichar,cuando,6
hacer,llegar,0,7
hacer,estar,cuando,6
hacer,ser,0,7
afirmar,jugar,0,7
afirmar,ser,0,7
afirmar,coincidir,0,7
concluir,tratar,0,6
concluir,jugar,0,3
jugar,jugar,aunque,6
abogar,ser,ya_que,7
pedir,considerar,ya_que,7
considerar,pagar,que,2
creer,expresar,que,3
reafirmar,tener_lugar,que,3
destacar,ser,que,2
opinar,contener,que,3
tener,abandonar,cuando,6
revelar,reunir,que,7
afirmar,decir,que,7
decir,gustar,que,7
acordar,elevar,que,2
reconocer,ser,que,2
creer,quitar,que,3
quitar,cumplir,si,6
pedir,dar,que,3
pedir,responder,que,3
decir,creer,que,7
creer,pedir,que,2
creer,dar,0,7
creer,saber,0,3
usar,dar_la_gana,cuando,6
saber,estar,que,2
preguntar,saber,si,6
estar,elegir,porque,3
estar,elegir,0,6
estar,sobrar,porque,6
creer,estar,que,3
creer,conseguir,que,2
tener,contemplar,porque,6
contemplar,ganar,como,2
contemplar,estar,0,2
acercar,salir,0,7
ir,matar,porque,6
subrayar,ser,0,7
subrayar,necesitar,0,7
indicar,crecer,que,7
indicar,sentir,que,3
asegurar,admitir,que,2
sostener,ser,que,7
imponer,tolerar,porque,6
declarar,carecer,que,7
señalar,suponer,que,7
suponer,pretender,que,3
asegurar,creer,que,2
asegurar,tolerar,que,3
tolerar,recordar,pues,7
recordar,dar,que,2
ratificar,aplicar,que,3
aplicar,depender,pues,7
pedir,estar,pues,7
permitir,recuperar,que,3
estar,prever,aunque,6
prever,ser,que,3
prever,tomar,ya_que,7
ser,haber,porque,6
caer,situar,aunque,6
opinar,ver,que,7
declarar,ser,que,7
declarar,estudiar,que,3
manifestar,ser,que,7
manifestar,precisar,aunque,6
precisar,ser,que,2
precisar,estudiar,que,3
precisar,ser,que,2
añadir,ir,que,2
opinar,parecer,que,7
explicar,llevar,que,2
llevar,ver,cuando,6
ver,actuar,que,2
sugerir,llevar,que,2
ser,creer,ya_que,7
creer,llevar,que,2
insistir,decir,aunque,6
decir,ser,que,7
asegurar,ser,que,2
precisar,suponer,que,2
constituir,ser,porque,6
informar,solicitar,que,3
planificar,representar,ya_que,7
asegurar,tener,que,2
ser,ser,ya_que,7
ser,hacer,0,7
reconocer,dejar,cuando,6
resistir,tener,porque,6
necesitar,ser,porque,6
necesitar,dañar,0,6
necesitar,impedir,0,6
abstener,aceptar,si,6
considerar,firmar,que,3
atar,hacer,como,2
encabezar,salir,cuando,6
afirmar,haber,que,7
costar,criticar,como,2
argumentar,aumentar,que,7
explicar,ser,que,2
decir,querer,que,7
agregar,calcular,que,2
agregar,llegar,que,3
agregar,hacer,que,3
afirmar,estar,que,7
calificar,estabilizar,que,3
cargar,cumplir,porque,6
opinar,aumentar,que,7
opinar,evaluar,que,3
querer,tener,porque,6
ser,llevar,pues,7
multiplicar,llevar_a_cabo,ya_que,7
aparecer,presentar,aunque,6
explicar,pasar,que,2
pasar,alardear,mientras,3
revelar,ganar,que,7
ganar,entrar,cuando,6
decir,encabezar,que,3
encabezar,ser,porque,6
encabezar,estar,0,6
tener_en_cuenta,celebrar,que,3
ser,tener,ya_que,7
ser,llevar,ya_que,7
ser,tener,0,7
ser,trabajar,ya_que,7
esperar,ver,aunque,3
revelar,haber,que,7
hacer,descomponer,aunque,6
hacer,encajar,0,6
esperar,rematar,ya_que,7
gobernar,mostrar,mientras,3
atacar,preocupar,ya_que,3
comenzar,reclamar,aunque,6
asegurar,tener,que,2
declarar,tener,que,7
manifestar,encontrar,que,7
quedar,tener,si,6
añadir,ser,que,2
demostrar,construir,que,2
agregar,considerar,que,2
asegurar,estudiar,que,2
comentar,ser,que,2
apostillar,querer,0,7
apostillar,ser,0,7
decir,imponer,cuando,6
indicar,ser,que,7
mantener,esperar,como,2
prever,tocar,que,2
reconocer,influir,que,2
diferir,coincidir,aunque,6
decir,agotar,que,7
decir,optar,si,6
denunciar,alinear,si,6
denunciar,perder,0,6
confirmar,pensar,que,2
señalar,equivocar,que,7
equivocar,variar,pues,7
apuntar,aplazar,que,2
aplazar,estar,pues,7
explicar,existir,que,2
ver,jugar,que,2
necesitar,decir,como,2
repartir,conocer,0,7
asegurar,ser,que,2
perder,entrar,si,6
perder,tener,0,7
pensar,ser,que,2
enfatizar,estar,0,7
enfatizar,estar,0,7
asegurar,hablar,que,2
tener,llegar,0,7
tener,tener,0,7
estar,tener,0,7
estar,ser,0,7
saber,llegar,que,2
decir,saber,0,7
decir,estar,0,7
desear,comenzar,que,3
desear,dar,0,7
desear,contar,0,7
avisar,ser,que,2
manifestar,pitar,0,7
manifestar,exponer,0,7
explicar,avisar,que,3
avisar,venir,que,2
avisar,avisar,como,2
avisar,dar,0,7
avisar,estar,0,7
ser,ver,si,6
ser,advertir,porque,6
confesar,traer,que,7
reconocer,ser,que,2
aseverar,dar,0,7
aseverar,poner,que,2
advertir,ser,0,7
advertir,afrontar,que,3
afrontar,ganar,porque,6
señalar,salir,que,7
señalar,matizar,aunque,6
salir,alcanzar,si,6
matizar,ganar,que,2
concluir,jugar,0,7
concluir,ser,0,7
concluir,esperar,0,7
esperar,compaginar,que,3
tomar,haber,ya_que,7
tener,negar,porque,6
reconocer,perder,que,2
amenazar,acceder,si,6
explicar,aceptar,que,2
reconocer,sacarla_barata,que,2
creer,sacarla_barata,que,2
creer,ser,porque,6
añadir,encontrar,que,2
asegurar,convertir,que,2
resumir,pasar,0,7
resumir,evitar,0,7
reseñar,dominar,que,2
asegurar,destacar,que,2
asegurar,perder,que,2
vender,aumentar,aunque,6
explicar,ser,que,2
insistir,ser,ya_que,7
argumentar,ser,que,7
asegurar,ser,que,2
ser,producir,como,2
considerar,actuar,que,2
corresponder,fallecer,cuando,6
estimar,ser,que,2
considerar,volver,que,3
creer,ser,aunque,6
creer,hacer,que,2
hacer,hacer,que,3
explicar,entrevistar,que,2
mostrar,progresar,porque,6
afirmar,encontrar,que,7
eludir,mostrar,aunque,6
escuchar,recrudecer,porque,6
recordar,ser,que,2
ser,hallar,porque,6
asegurar,enjuiciar,que,2
afirmar,considerar,que,7
considerar,actuar,que,2
considerar,pagar,que,2
rechazar,ser,que,3
asegurar,tener,que,2
acordar,cumplir,cuando,6
pedir,dimitir,que,3
reiterar,ser,que,2
recordar,haber,que,2
decir,pretender,que,7
pretender,ser,porque,6
pretender,ser,0,6
recalcar,ser,que,7
comentar,depender,que,2
afirmar,parecer,que,7
pensar,tener,que,2
parecer,ser,si,6
perecer,practicar,cuando,6
estar,producir,cuando,6
encontrar,llegar,cuando,6
ser,significar,porque,6
decir,aguardar,que,7
decir,concluir,si,6
concluir,tener,que,2
argumentar,tener,que,7
sostener,quedar,que,7
revelar,conocer,que,7
sostener,enjuiciar,que,7
confesar,ser,que,7
mantener,analizar,que,3
haber,insistir,0,3
subrayar,estar,0,7
subrayar,respetar,que,3
decir,enjuiciar,que,7
enjuiciar,producir,si,6
buscar,afrontar,aunque,6
volver,ser,ya_que,7
volver,quedar,que,3
comentar,devolver,que,2
devolver,ser,ya_que,7
matizar,confiar,que,3
pensar,valer,que,2
valer,enfrentar,ya_que,7
asegurar,continuar,que,3
explorar,tardar,aunque,6
decir,lograr,que,7
lograr,resultar,porque,6
hallar,encontrar,cuando,3
